,TimeStamp,Record,BattV_Avg,PTemp_C_Avg,WS_mph_Avg,WindDir,SlrkW_Avg,SlrMJ_Tot,Rain_in_Tot,ETrs,Rso,AirTF_Avg,RH,AirTF,AirTF_Max,AirTF_TMx,AirTF_Min,AirTF_TMn,WS_mph_Max,WS_mph_TMx
110,2020-04-13 09:00:00.0,24115,13.86,-1.362,11.38,272.6,0.51,1.833651,0,0.15,2.09,25.78,44.09,26.98,27.05,"""2020-04-13 08:58:20""",24.79,"""2020-04-13 08:09:30""",21.87,"""2020-04-13 08:43:45"""
111,2020-04-13 10:00:00.0,24116,13.82,0.08,11.56,294,0.68,2.44032,0,0.19,2.616,27.68,49.94,28.55,28.85,"""2020-04-13 09:58:25""",26.73,"""2020-04-13 09:14:40""",20.19,"""2020-04-13 09:44:40"""
112,2020-04-13 11:00:00.0,24117,13.77,1.512,12.09,272.7,0.78,2.814426,0,0.23,2.973,29.69,45.06,30.01,31.41,"""2020-04-13 10:55:50""",28.37,"""2020-04-13 10:00:05""",22.2,"""2020-04-13 10:09:35"""
113,2020-04-13 12:00:00.0,24118,13.75,2.579,12.66,278.2,0.73,2.614702,0,0.23,3.135,31.06,51.19,31.65,32.75,"""2020-04-13 11:51:40""",29.52,"""2020-04-13 11:01:05""",21.53,"""2020-04-13 11:11:25"""
114,2020-04-13 13:00:00.0,24119,13.74,2.91,12.39,273.3,0.51,1.821608,0.02,0.17,3.078,30.77,74.56,29.39,32.44,"""2020-04-13 12:29:15""",28.54,"""2020-04-13 12:55:05""",23.21,"""2020-04-13 12:21:25"""
115,2020-04-13 14:00:00.0,24120,13.77,1.947,8.43,296.1,0.28,0.9905012,0.02,0.09,2.809,28.96,77.45,28.61,30.62,"""2020-04-13 13:33:20""",26.84,"""2020-04-13 13:46:55""",16.16,"""2020-04-13 13:16:30"""
116,2020-04-13 15:00:00.0,24121,13.78,1.014,9.74,263.4,0.40,1.436092,0,0.11,2.379,29.43,67.08,32.02,32.02,"""2020-04-13 14:59:50""",27.57,"""2020-04-13 14:25:20""",16.5,"""2020-04-13 14:10:10"""
117,2020-04-13 16:00:00.0,24122,13.78,1.392,10.05,258,0.22,0.7825986,0,0.08,1.805,29.59,70.57,30.26,32.27,"""2020-04-13 15:03:40""",27.15,"""2020-04-13 15:38:40""",20.19,"""2020-04-13 15:20:10"""
118,2020-04-13 17:00:00.0,24123,13.79,1.082,12.95,272.7,0.16,0.5839124,0,0.09,1.134,30.71,42.66,30.32,31.6,"""2020-04-13 16:32:50""",29.71,"""2020-04-13 16:06:45""",26.56,"""2020-04-13 16:53:40"""
119,2020-04-13 18:00:00.0,24124,13.79,0.97,15.59,292.3,0.13,0.4752665,0.01,0.09,0.44,30.15,42.89,29.46,31.54,"""2020-04-13 17:09:10""",29.16,"""2020-04-13 17:57:10""",26.23,"""2020-04-13 17:44:30"""
